CustomerID,CustomerName,Age,Gender,Location,OrderID,OrderDate,Category,Sales
C02559,Kiran,28,Male,Delhi,O10030,2023-06-23,Fashion,13734
C02048,Neha,59,Male,Pune,O10031,2023-02-01,Home,3235
C02748,Neha,44,Female,Mumbai,O10032,2023-10-02,Home,5807
C00976,Sneha,59,Female,Mumbai,O10033,2023-07-14,Electronics,5313
C01807,Pooja,19,Female,Nashik,O10034,2023-01-04,Home,21597
C00190,Rohan,23,Female,Delhi,O10035,2023-10-08,Electronics,23640
C02735,Akash,19,Male,Delhi,O10036,2023-01-21,Home,13410
C00563,Vikram,59,Male,Hyderabad,O10037,2023-08-26,Beauty,7097
C01900,Rohan,34,Male,Delhi,O10038,2023-04-03,Fashion,678
C01268,Rohan,57,Male,Bangalore,O10039,2023-03-30,Beauty,17921
C02880,Sneha,31,Female,Bangalore,O10040,2023-04-23,Home,20718
C01529,Neha,27,Female,Mumbai,O10041,2023-08-09,Beauty,21662
C00647,Priya,50,Female,Kolhapur,O10042,2023-04-08,Electronics,24310
C02069,Amit,59,Female,Chennai,O10043,2023-05-22,Home,22668
C02889,Rahul,29,Male,Delhi,O10044,2023-05-30,Home,23061
C02215,Priya,49,Male,Bangalore,O10045,2023-02-17,Beauty,5305
C01298,Priya,41,Female,Nashik,O10046,2023-02-20,Fashion,24283
C02436,Pooja,31,Female,Bangalore,O10047,2023-07-27,Home,24244
C00601,Pooja,22,Female,Nashik,O10048,2023-01-11,Fashion,11249
C02364,Priya,22,Female,Hyderabad,O10049,2023-09-27,Beauty,6831
C02062,Neha,49,Female,Chennai,O10050,2023-09-20,Beauty,26915
C00242,Rohan,50,Female,Nashik,O10051,2023-07-16,Beauty,4068
C02042,Amit,21,Male,Chennai,O10052,2023-07-05,Electronics,4923
C02825,Rohan,47,Male,Delhi,O10053,2023-10-23,Home,13504
C02613,Rohan,58,Female,Hyderabad,O10054,2023-08-09,Beauty,4486
C02946,Rohan,34,Male,Chennai,O10055,2023-03-22,Beauty,28252
C01364,Amit,20,Male,Kolhapur,O10056,2023-08-10,Electronics,20197
C02140,Amit,30,Male,Chennai,O10057,2023-06-19,Home,6740
C01391,Sneha,53,Female,Nashik,O10058,2023-03-27,Fashion,14688
C01479,Akash,35,Male,Pune,O10059,2023-02-13,Home,25567
C02557,Priya,40,Male,Hyderabad,O10060,2023-09-18,Beauty,13588
C00776,Kiran,52,Male,Chennai,O10061,2023-04-14,Fashion,24989
C00035,Sneha,50,Male,Pune,O10062,2023-10-11,Electronics,29286
C02254,Sneha,53,Male,Pune,O10063,2023-08-16,Electronics,809
C01956,Rahul,34,Male,Kolhapur,O10064,2023-07-07,Beauty,27674
C01586,Kiran,56,Male,Chennai,O10065,2023-05-01,Fashion,7777
C01022,Pooja,51,Female,Nashik,O10066,2023-05-29,Home,10393
C02614,Rahul,29,Male,Delhi,O10067,2023-12-18,Beauty,9497
C01130,Pooja,22,Male,Pune,O10068,2023-11-01,Fashion,23612
C01501,Akash,57,Male,Pune,O10069,2023-02-26,Fashion,12711
C00703,Vikram,44,Female,Kolhapur,O10070,2023-12-07,Fashion,29283
C02450,Pooja,57,Male,Hyderabad,O10071,2023-07-08,Fashion,2392
C02778,Rohan,30,Female,Delhi,O10072,2023-12-23,Electronics,10018
C01580,Pooja,43,Male,Kolhapur,O10073,2023-02-07,Fashion,2417
C00162,Kiran,31,Female,Nashik,O10074,2023-07-20,Fashion,27700
C00202,Amit,49,Female,Delhi,O10075,2023-08-17,Beauty,6999
C01982,Kiran,28,Female,Pune,O10076,2023-05-11,Electronics,22105
C00996,Akash,55,Male,Nashik,O10077,2023-06-20,Electronics,14378
C02318,Sneha,33,Female,Hyderabad,O10078,2023-11-26,Electronics,13102
C00816,Rohan,39,Male,Hyderabad,O10079,2023-02-04,Home,2741
C00456,Vikram,33,Male,Hyderabad,O10080,2023-07-20,Home,24125
C01276,Akash,30,Male,Kolhapur,O10081,2023-06-17,Electronics,18857
C01017,Sneha,29,Female,Hyderabad,O10082,2023-09-03,Beauty,22822
C02344,Neha,35,Male,Mumbai,O10083,2023-08-12,Fashion,22410
C02768,Kiran,46,Female,Nashik,O10084,2023-12-07,Fashion,12732
C00338,Akash,35,Male,Kolhapur,O10085,2023-02-27,Electronics,4478
C00879,Kiran,19,Male,Chennai,O10086,2023-10-17,Electronics,1815
C01077,Vikram,19,Male,Kolhapur,O10087,2023-01-25,Home,16413
C00792,Sneha,20,Male,Kolhapur,O10088,2023-02-01,Electronics,28505
C02265,Kiran,46,Male,Pune,O10089,2023-04-20,Home,15958
C00764,Amit,25,Male,Pune,O10090,2023-04-11,Electronics,27648
C02236,Pooja,28,Male,Pune,O10091,2023-05-30,Fashion,13766
C00380,Rahul,29,Female,Delhi,O10092,2023-12-11,Electronics,25686
C00493,Vikram,49,Male,Nashik,O10093,2023-07-12,Fashion,27943
C01181,Rahul,21,Male,Delhi,O10094,2023-04-19,Electronics,26565
C02063,Priya,26,Female,Hyderabad,O10095,2023-12-22,Home,7295
C00065,Pooja,41,Female,Chennai,O10096,2023-10-04,Electronics,25279
C02569,Vikram,33,Female,Nashik,O10097,2023-08-21,Beauty,7048
C01368,Akash,34,Male,Delhi,O10098,2023-01-21,Fashion,15999
C01153,Amit,39,Female,Bangalore,O10099,2023-09-09,Fashion,28465
C02028,Akash,24,Male,Nashik,O10100,2023-01-14,Fashion,18283
C02696,Neha,27,Female,Pune,O10101,2023-08-03,Electronics,27343
C01496,Priya,46,Male,Pune,O10102,2023-01-24,Beauty,18256
C01163,Amit,53,Female,Mumbai,O10103,2023-01-20,Beauty,14234
C01523,Kiran,41,Male,Mumbai,O10104,2023-07-21,Home,9948
C02641,Kiran,31,Male,Bangalore,O10105,2023-11-17,Home,27423
C00392,Rohan,31,Male,Mumbai,O10106,2023-02-21,Home,5606
C01699,Kiran,42,Female,Chennai,O10107,2023-12-23,Beauty,3703
C00419,Sneha,39,Female,Hyderabad,O10108,2023-07-05,Fashion,26770
C02337,Priya,40,Female,Hyderabad,O10109,2023-07-26,Fashion,13707
C00379,Sneha,49,Female,Nashik,O10110,2023-12-26,Home,3182
C01797,Pooja,43,Female,Pune,O10111,2023-04-05,Home,8422
C02279,Rohan,44,Male,Kolhapur,O10112,2023-12-14,Electronics,28068
C02089,Rohan,29,Female,Hyderabad,O10113,2023-09-23,Electronics,13765
C02183,Kiran,36,Male,Mumbai,O10114,2023-11-22,Beauty,25309
C00201,Amit,36,Male,Bangalore,O10115,2023-01-15,Electronics,2637
C01864,Pooja,51,Male,Kolhapur,O10116,2023-06-24,Home,12267
C00780,Neha,49,Male,Chennai,O10117,2023-08-07,Home,24031
C02978,Priya,46,Female,Kolhapur,O10118,2023-01-10,Home,19690
C00503,Priya,38,Female,Hyderabad,O10119,2023-01-19,Fashion,10619
C02455,Vikram,52,Female,Pune,O10120,2023-03-09,Home,5350
C01752,Akash,59,Female,Pune,O10121,2023-10-05,Electronics,15287
C00805,Kiran,22,Female,Kolhapur,O10122,2023-11-15,Beauty,2457
C02147,Vikram,29,Female,Chennai,O10123,2023-10-21,Electronics,10185
C02732,Neha,24,Male,Mumbai,O10124,2023-01-15,Fashion,1431
C01896,Rohan,58,Female,Hyderabad,O10125,2023-11-22,Electronics,547
C02774,Rahul,19,Male,Mumbai,O10126,2023-04-24,Electronics,19154
C01571,Neha,42,Male,Pune,O10127,2023-10-27,Fashion,6267
C00961,Neha,27,Male,Bangalore,O10128,2023-06-07,Electronics,11452
C02661,Amit,55,Male,Hyderabad,O10129,2023-04-14,Fashion,24802
C01486,Amit,23,Female,Nashik,O10130,2023-10-07,Electronics,5061
C02691,Amit,44,Female,Bangalore,O10131,2023-03-27,Fashion,14806
C01029,Amit,52,Male,Chennai,O10132,2023-04-04,Beauty,14091
C00503,Akash,27,Female,Hyderabad,O10133,2023-06-23,Beauty,27140
C02815,Kiran,26,Male,Pune,O10134,2023-08-30,Fashion,16180
C00398,Priya,37,Male,Hyderabad,O10135,2023-09-19,Home,1178
C00871,Kiran,54,Male,Pune,O10136,2023-10-21,Fashion,12637
C02843,Kiran,52,Male,Delhi,O10137,2023-10-09,Electronics,14786
C00393,Priya,54,Female,Pune,O10138,2023-05-27,Home,18474
C00207,Amit,57,Male,Pune,O10139,2023-01-02,Home,15936
C01039,Kiran,25,Female,Chennai,O10140,2023-03-09,Home,3018
C01882,Akash,48,Male,Hyderabad,O10141,2023-03-10,Fashion,24016
C02940,Amit,33,Female,Bangalore,O10142,2023-02-16,Fashion,25904
C01485,Akash,45,Female,Pune,O10143,2023-12-21,Home,18450
C00864,Vikram,23,Female,Kolhapur,O10144,2023-03-05,Fashion,13912
C02791,Kiran,49,Male,Hyderabad,O10145,2023-03-21,Beauty,23567
C00564,Sneha,45,Male,Pune,O10146,2023-09-11,Electronics,18451
C01021,Akash,28,Female,Mumbai,O10147,2023-08-25,Electronics,12026
C00096,Vikram,59,Female,Kolhapur,O10148,2023-11-25,Electronics,705
C01924,Pooja,40,Male,Mumbai,O10149,2023-05-19,Fashion,2305
C01758,Pooja,47,Female,Mumbai,O10150,2023-09-21,Electronics,25555
C02533,Vikram,26,Female,Kolhapur,O10151,2023-11-12,Beauty,2620
C02279,Rohan,45,Female,Mumbai,O10152,2023-06-03,Electronics,26537
C02797,Rohan,41,Male,Bangalore,O10153,2023-05-12,Beauty,11321
C01679,Amit,45,Male,Kolhapur,O10154,2023-08-14,Fashion,22694
C00541,Rohan,41,Male,Chennai,O10155,2023-04-02,Fashion,27842
C01060,Pooja,32,Male,Pune,O10156,2023-04-28,Electronics,23569
C02573,Rohan,56,Male,Mumbai,O10157,2023-05-06,Home,18321
C01184,Sneha,50,Male,Hyderabad,O10158,2023-08-15,Beauty,15491
C01723,Pooja,51,Female,Mumbai,O10159,2023-12-05,Home,2442
C01820,Akash,39,Female,Delhi,O10160,2023-06-28,Beauty,28818
C02626,Neha,46,Female,Delhi,O10161,2023-03-26,Fashion,11497
C02730,Rohan,51,Female,Chennai,O10162,2023-06-13,Fashion,3327
C02605,Rohan,59,Female,Bangalore,O10163,2023-08-18,Beauty,7880
C01598,Kiran,27,Female,Nashik,O10164,2023-07-25,Beauty,25846
C02694,Priya,47,Male,Delhi,O10165,2023-04-14,Fashion,25142
C00796,Sneha,28,Female,Kolhapur,O10166,2023-04-24,Beauty,26521
C01052,Pooja,51,Female,Hyderabad,O10167,2023-07-07,Beauty,11593
C01644,Pooja,38,Male,Mumbai,O10168,2023-09-28,Home,24520
C01364,Rahul,30,Male,Delhi,O10169,2023-02-20,Electronics,27494
C01982,Priya,42,Female,Delhi,O10170,2023-11-02,Home,9055
C01355,Rohan,38,Female,Bangalore,O10171,2023-08-10,Fashion,4995
C01664,Vikram,18,Female,Kolhapur,O10172,2023-04-21,Home,19781
C01530,Kiran,22,Male,Delhi,O10173,2023-02-24,Fashion,759
C02039,Akash,39,Male,Kolhapur,O10174,2023-01-12,Beauty,28935
C01497,Kiran,24,Male,Mumbai,O10175,2023-07-09,Electronics,8429
C02238,Rohan,30,Male,Chennai,O10176,2023-06-04,Fashion,17952
C01409,Rahul,40,Female,Nashik,O10177,2023-12-01,Electronics,12626
C01401,Neha,38,Female,Chennai,O10178,2023-12-12,Electronics,5493
C01307,Pooja,23,Female,Kolhapur,O10179,2023-09-22,Home,16721
C02681,Akash,37,Male,Chennai,O10180,2023-12-26,Fashion,26386
C02676,Priya,29,Male,Nashik,O10181,2023-04-14,Home,8207
C00973,Rohan,57,Female,Kolhapur,O10182,2023-06-12,Beauty,7996
C01769,Sneha,26,Female,Pune,O10183,2023-05-21,Beauty,6958
C01283,Vikram,45,Female,Mumbai,O10184,2023-08-25,Fashion,18326
C00710,Kiran,28,Male,Delhi,O10185,2023-02-13,Fashion,26404
C01480,Rahul,49,Female,Delhi,O10186,2023-08-27,Beauty,23967
C01435,Neha,28,Male,Nashik,O10187,2023-04-07,Fashion,728
C00649,Amit,41,Female,Delhi,O10188,2023-04-08,Home,5345
C00318,Vikram,32,Female,Bangalore,O10189,2023-11-20,Home,26285
C01258,Rohan,58,Male,Hyderabad,O10190,2023-02-22,Fashion,2470
C00684,Neha,52,Male,Mumbai,O10191,2023-04-19,Home,23145
C00664,Vikram,34,Male,Chennai,O10192,2023-09-14,Fashion,8452
C01999,Vikram,42,Female,Delhi,O10193,2023-01-11,Home,12913
C01632,Pooja,52,Male,Nashik,O10194,2023-06-27,Home,4727
C01496,Vikram,36,Female,Pune,O10195,2023-10-21,Electronics,28308
C01137,Sneha,58,Male,Bangalore,O10196,2023-01-25,Home,18609
C01854,Neha,48,Female,Hyderabad,O10197,2023-05-06,Fashion,10308
C01521,Rohan,34,Male,Delhi,O10198,2023-09-23,Home,10589
C02490,Rohan,40,Male,Chennai,O10199,2023-05-13,Home,16571
C00564,Sneha,18,Female,Mumbai,O10200,2023-10-05,Beauty,29517
C01292,Priya,27,Male,Pune,O10201,2023-02-11,Fashion,27038
C01637,Neha,25,Female,Chennai,O10202,2023-04-11,Home,10823
C00699,Vikram,59,Female,Bangalore,O10203,2023-10-11,Electronics,23069
C02161,Rahul,43,Female,Mumbai,O10204,2023-10-04,Beauty,19366
C00002,Akash,51,Male,Nashik,O10205,2023-05-19,Electronics,5785
C00642,Neha,36,Female,Mumbai,O10206,2023-08-09,Electronics,18334
C02268,Amit,31,Male,Bangalore,O10207,2023-03-10,Beauty,6691
C01590,Rahul,25,Male,Nashik,O10208,2023-10-20,Electronics,22045
C00855,Sneha,18,Female,Mumbai,O10209,2023-06-26,Fashion,21164
C01760,Vikram,42,Male,Kolhapur,O10210,2023-07-16,Fashion,6441
C02433,Priya,41,Female,Nashik,O10211,2023-02-02,Electronics,24916
C01662,Amit,37,Female,Nashik,O10212,2023-10-28,Fashion,18139
C01154,Priya,47,Female,Pune,O10213,2023-08-16,Home,900
C01077,Priya,22,Female,Pune,O10214,2023-05-16,Home,14502
C01708,Kiran,20,Female,Kolhapur,O10215,2023-05-14,Home,26823
C02778,Pooja,49,Female,Nashik,O10216,2023-05-23,Electronics,6139
C01696,Amit,34,Male,Mumbai,O10217,2023-09-02,Electronics,22236
C01734,Akash,59,Male,Delhi,O10218,2023-05-17,Fashion,10674
C01440,Pooja,22,Male,Kolhapur,O10219,2023-03-02,Fashion,14179
C02295,Amit,28,Male,Mumbai,O10220,2023-02-25,Fashion,16481
C00836,Priya,55,Male,Delhi,O10221,2023-05-13,Electronics,10667
C00203,Pooja,21,Female,Mumbai,O10222,2023-07-27,Fashion,12345
C00123,Amit,56,Male,Chennai,O10223,2023-05-06,Home,3964
C00401,Akash,36,Female,Hyderabad,O10224,2023-05-03,Home,21950
C00767,Rahul,56,Male,Pune,O10225,2023-08-19,Beauty,23529
C00294,Neha,40,Male,Mumbai,O10226,2023-02-04,Beauty,19298
C02328,Vikram,34,Female,Pune,O10227,2023-09-23,Beauty,11874
C02932,Amit,30,Male,Bangalore,O10228,2023-04-01,Home,27384
C00198,Akash,44,Male,Hyderabad,O10229,2023-01-21,Electronics,1587
C01931,Neha,18,Male,Delhi,O10230,2023-05-20,Fashion,4374
C02800,Pooja,19,Female,Kolhapur,O10231,2023-09-22,Fashion,11239
C02192,Amit,35,Male,Bangalore,O10232,2023-04-30,Electronics,20044
C00609,Amit,53,Female,Hyderabad,O10233,2023-08-09,Beauty,6999
C01148,Sneha,50,Male,Bangalore,O10234,2023-01-23,Electronics,10084
C00187,Amit,53,Female,Pune,O10235,2023-02-08,Home,10207
C02512,Vikram,19,Male,Chennai,O10236,2023-08-23,Electronics,3193
C01795,Sneha,21,Female,Hyderabad,O10237,2023-08-29,Home,3403
C00660,Neha,33,Female,Bangalore,O10238,2023-05-08,Home,29034
C02812,Pooja,21,Male,Delhi,O10239,2023-01-22,Beauty,29576
C01956,Pooja,26,Male,Hyderabad,O10240,2023-02-24,Fashion,6551
C02451,Rohan,38,Male,Hyderabad,O10241,2023-11-26,Beauty,14853
C01370,Rohan,40,Female,Bangalore,O10242,2023-02-16,Home,13155
C01987,Neha,19,Male,Chennai,O10243,2023-08-22,Beauty,22260
C01535,Kiran,20,Female,Kolhapur,O10244,2023-01-27,Fashion,720
C00147,Akash,40,Male,Nashik,O10245,2023-02-17,Beauty,6916
C02912,Kiran,43,Male,Nashik,O10246,2023-06-16,Home,3512
C01735,Akash,24,Female,Nashik,O10247,2023-09-28,Fashion,8044
C01844,Sneha,53,Male,Nashik,O10248,2023-03-22,Beauty,5866
C00489,Neha,50,Male,Mumbai,O10249,2023-04-28,Electronics,24933
C02977,Akash,53,Male,Delhi,O10250,2023-02-14,Fashion,16249
C01960,Rohan,21,Female,Delhi,O10251,2023-10-02,Beauty,22573
C01664,Rohan,40,Female,Nashik,O10252,2023-06-30,Electronics,26346
C02599,Priya,42,Female,Bangalore,O10253,2023-11-07,Fashion,4768
C02386,Akash,58,Female,Chennai,O10254,2023-08-20,Electronics,22331
C02920,Neha,43,Male,Pune,O10255,2023-03-27,Beauty,21102
C00641,Rahul,45,Male,Pune,O10256,2023-04-15,Electronics,26828
C01803,Sneha,45,Male,Nashik,O10257,2023-08-31,Electronics,17519
C02521,Amit,38,Female,Kolhapur,O10258,2023-06-26,Home,11555
C01970,Amit,27,Male,Mumbai,O10259,2023-08-22,Electronics,3237
C02199,Akash,44,Female,Kolhapur,O10260,2023-03-19,Fashion,22234
C01439,Kiran,32,Male,Mumbai,O10261,2023-05-06,Electronics,14123
C01635,Sneha,34,Female,Bangalore,O10262,2023-07-08,Electronics,3196
C00263,Pooja,56,Female,Chennai,O10263,2023-03-01,Fashion,29165
C01788,Vikram,52,Male,Pune,O10264,2023-08-08,Beauty,10191
C02192,Amit,22,Female,Delhi,O10265,2023-03-17,Beauty,11953
C02394,Rohan,33,Female,Chennai,O10266,2023-04-01,Electronics,25576
C00624,Sneha,40,Male,Pune,O10267,2023-04-26,Fashion,2156
C01017,Kiran,56,Female,Chennai,O10268,2023-10-07,Electronics,20242
C00881,Neha,26,Female,Bangalore,O10269,2023-06-16,Fashion,6964
C02050,Kiran,50,Male,Pune,O10270,2023-05-06,Fashion,2396
C02945,Sneha,52,Female,Hyderabad,O10271,2023-08-21,Beauty,2608
C01328,Pooja,57,Female,Nashik,O10272,2023-04-24,Electronics,9853
C02302,Amit,41,Female,Bangalore,O10273,2023-04-10,Electronics,625
C00453,Rohan,41,Male,Hyderabad,O10274,2023-05-31,Electronics,4275
C01184,Rahul,41,Male,Kolhapur,O10275,2023-03-13,Electronics,21171
C02057,Neha,36,Male,Chennai,O10276,2023-12-15,Electronics,27045
C01683,Rohan,56,Male,Bangalore,O10277,2023-06-16,Electronics,11977
C02864,Pooja,42,Female,Kolhapur,O10278,2023-03-13,Home,19124
C02256,Vikram,48,Male,Delhi,O10279,2023-12-14,Electronics,17472
C01155,Pooja,55,Male,Bangalore,O10280,2023-12-19,Home,19978
C00404,Pooja,42,Male,Bangalore,O10281,2023-01-11,Home,25818
C02200,Amit,44,Male,Nashik,O10282,2023-10-25,Home,7026
C02102,Sneha,49,Female,Bangalore,O10283,2023-08-17,Electronics,3727
C01697,Sneha,28,Female,Bangalore,O10284,2023-05-06,Fashion,9808
C00628,Rohan,22,Male,Mumbai,O10285,2023-06-02,Beauty,9517
C00587,Vikram,50,Female,Hyderabad,O10286,2023-06-11,Fashion,18587
C01649,Vikram,36,Male,Bangalore,O10287,2023-10-05,Fashion,23731
C01444,Kiran,33,Male,Bangalore,O10288,2023-06-28,Electronics,27732
C01446,Rahul,52,Female,Chennai,O10289,2023-05-24,Fashion,26229
C00104,Pooja,28,Female,Mumbai,O10290,2023-05-19,Fashion,16286
C00254,Rahul,28,Female,Pune,O10291,2023-07-25,Electronics,27348
C02558,Priya,27,Female,Kolhapur,O10292,2023-04-06,Electronics,12635
C01497,Akash,51,Female,Chennai,O10293,2023-08-02,Beauty,27471
C00099,Pooja,22,Female,Chennai,O10294,2023-03-10,Beauty,23101
C02201,Rahul,40,Male,Nashik,O10295,2023-12-22,Home,26210
C01885,Amit,42,Female,Nashik,O10296,2023-11-14,Beauty,24927
C02962,Akash,46,Male,Kolhapur,O10297,2023-01-19,Electronics,18389
C01920,Vikram,57,Male,Mumbai,O10298,2023-11-12,Fashion,7532
C00878,Pooja,30,Male,Kolhapur,O10299,2023-12-17,Electronics,19128
C00338,Pooja,49,Male,Mumbai,O10300,2023-04-11,Electronics,10930
C02870,Vikram,51,Male,Nashik,O10301,2023-03-22,Fashion,23964
C00957,Kiran,29,Female,Mumbai,O10302,2023-07-02,Beauty,20019
C01705,Amit,41,Female,Chennai,O10303,2023-01-18,Fashion,6585
C00161,Pooja,57,Male,Chennai,O10304,2023-06-04,Electronics,15486
C01604,Rahul,38,Male,Nashik,O10305,2023-12-07,Beauty,13281
C02849,Pooja,46,Female,Bangalore,O10306,2023-05-09,Electronics,24116
C00398,Akash,40,Male,Mumbai,O10307,2023-11-11,Electronics,15498
C01301,Pooja,50,Female,Kolhapur,O10308,2023-06-10,Beauty,15095
C00816,Rahul,25,Female,Mumbai,O10309,2023-04-29,Fashion,8442
C01528,Neha,59,Female,Nashik,O10310,2023-11-28,Home,25244
C01920,Akash,30,Male,Chennai,O10311,2023-06-22,Beauty,17060
C01416,Rohan,22,Male,Chennai,O10312,2023-06-02,Electronics,18052
C01159,Rohan,58,Male,Mumbai,O10313,2023-01-20,Electronics,17470
C01219,Akash,27,Male,Bangalore,O10314,2023-02-03,Beauty,16938
C00401,Amit,31,Male,Delhi,O10315,2023-11-10,Electronics,7277
C00640,Neha,41,Male,Delhi,O10316,2023-03-01,Home,27810
C02736,Akash,28,Male,Kolhapur,O10317,2023-06-07,Beauty,28821
C00460,Rahul,20,Male,Pune,O10318,2023-12-30,Electronics,8827
C00955,Priya,46,Female,Bangalore,O10319,2023-07-25,Home,24423
C00470,Sneha,47,Male,Chennai,O10320,2023-04-03,Electronics,5642
C01046,Pooja,54,Female,Mumbai,O10321,2023-08-06,Beauty,9229
C02798,Kiran,24,Female,Nashik,O10322,2023-11-19,Fashion,10901
C01694,Neha,34,Female,Mumbai,O10323,2023-03-30,Home,8427
C02086,Rahul,37,Male,Kolhapur,O10324,2023-06-22,Beauty,19091
C02278,Kiran,28,Male,Kolhapur,O10325,2023-02-09,Beauty,3065
C00563,Rohan,42,Male,Mumbai,O10326,2023-07-22,Beauty,18612
C02486,Akash,41,Female,Kolhapur,O10327,2023-08-09,Fashion,22380
C01800,Neha,19,Male,Kolhapur,O10328,2023-02-16,Electronics,29486
C02075,Vikram,44,Male,Kolhapur,O10329,2023-08-31,Fashion,15525
C00226,Pooja,36,Female,Delhi,O10330,2023-03-29,Beauty,1207
C00798,Sneha,46,Male,Nashik,O10331,2023-06-06,Home,18124
C02332,Rohan,54,Female,Chennai,O10332,2023-06-11,Electronics,4859
C02927,Akash,28,Female,Nashik,O10333,2023-01-20,Fashion,18459
C00960,Pooja,36,Female,Mumbai,O10334,2023-05-28,Home,19873
C01505,Rohan,45,Male,Mumbai,O10335,2023-07-20,Beauty,13249
C00453,Vikram,56,Female,Delhi,O10336,2023-11-08,Home,6643
C00816,Kiran,38,Female,Mumbai,O10337,2023-05-31,Home,26260
C00659,Sneha,43,Male,Kolhapur,O10338,2023-04-10,Beauty,13101
C00547,Sneha,39,Female,Nashik,O10339,2023-09-04,Fashion,21863
C01216,Pooja,23,Male,Pune,O10340,2023-04-23,Beauty,12918
C00017,Rahul,28,Male,Chennai,O10341,2023-08-07,Home,6722
C01244,Pooja,31,Female,Nashik,O10342,2023-12-10,Beauty,29838
C02206,Rohan,53,Male,Hyderabad,O10343,2023-12-26,Electronics,22470
C02525,Rahul,57,Male,Nashik,O10344,2023-01-25,Electronics,21044
C01070,Sneha,58,Male,Nashik,O10345,2023-10-16,Home,1068
C02566,Priya,19,Male,Pune,O10346,2023-04-13,Beauty,18326
C02147,Sneha,37,Female,Kolhapur,O10347,2023-03-20,Home,27092
C01769,Pooja,39,Male,Bangalore,O10348,2023-01-16,Beauty,1446
C01061,Rohan,56,Male,Nashik,O10349,2023-12-07,Electronics,27908
C02328,Rahul,21,Male,Pune,O10350,2023-02-28,Electronics,12736
C02545,Akash,46,Male,Pune,O10351,2023-07-13,Home,8743
C00302,Rahul,41,Female,Nashik,O10352,2023-05-05,Electronics,13731
C00181,Vikram,18,Female,Nashik,O10353,2023-02-01,Home,23853
C00607,Amit,41,Male,Delhi,O10354,2023-06-27,Fashion,12351
C00700,Amit,47,Female,Bangalore,O10355,2023-08-07,Home,16474
C00993,Neha,29,Male,Nashik,O10356,2023-04-10,Beauty,24077
C01140,Kiran,36,Female,Chennai,O10357,2023-04-13,Beauty,14315
C00191,Neha,54,Male,Nashik,O10358,2023-04-28,Beauty,27460
C02301,Neha,57,Male,Chennai,O10359,2023-08-31,Home,12926
C00981,Rahul,21,Female,Pune,O10360,2023-04-29,Fashion,16457
C02976,Rohan,32,Female,Hyderabad,O10361,2023-01-07,Home,21371
C02007,Neha,37,Female,Pune,O10362,2023-01-10,Home,733
C01185,Pooja,37,Female,Mumbai,O10363,2023-11-12,Fashion,21411
C00128,Rahul,38,Female,Delhi,O10364,2023-10-08,Electronics,13075
C02066,Rohan,27,Male,Mumbai,O10365,2023-02-11,Electronics,14864
C01817,Amit,47,Male,Kolhapur,O10366,2023-02-16,Electronics,9821
C01759,Priya,41,Male,Bangalore,O10367,2023-04-06,Electronics,21587
C02614,Pooja,57,Male,Bangalore,O10368,2023-09-03,Electronics,19435
